income_groups,age,gender,year,population
lower_middle_income,64.0,2.0,1951.0,1494966.0
lower_middle_income,64.0,2.0,1952.0,1554583.0
lower_middle_income,64.0,2.0,1953.0,1559411.0
lower_middle_income,64.0,2.0,1954.0,1549054.0
lower_middle_income,64.0,2.0,1955.0,1545931.0
lower_middle_income,64.0,2.0,1956.0,1537706.0
lower_middle_income,64.0,2.0,1957.0,1555980.0
lower_middle_income,64.0,2.0,1959.0,1739210.0
lower_middle_income,64.0,2.0,1961.0,1922513.0
lower_middle_income,64.0,2.0,1962.0,2004989.0
lower_middle_income,64.0,2.0,1964.0,2116381.0
lower_middle_income,64.0,2.0,1965.0,2151185.0
lower_middle_income,64.0,2.0,1968.0,2296487.0
lower_middle_income,64.0,2.0,1970.0,2452109.0
lower_middle_income,64.0,2.0,1971.0,2530307.0
lower_middle_income,64.0,2.0,1972.0,2601218.0
lower_middle_income,64.0,2.0,1973.0,2664870.0
lower_middle_income,64.0,2.0,1974.0,2728212.0
lower_middle_income,64.0,2.0,1977.0,2921077.0
lower_middle_income,64.0,3.0,1978.0,2967167.0
lower_middle_income,64.0,2.0,1979.0,2992941.0
lower_middle_income_typo,64.0,2.0,1980.0,2979274.0
lower_middle_income,64.0,2.0,1981.0,3006416.0
lower_middle_income_typo,64.0,2.0,1982.0,3098987.0
lower_middle_income,64.0,2.0,1983.0,3212496.0
lower_middle_income,64.0,2.0,1984.0,3293107.0
lower_middle_income,64.0,2.0,1987.0,3649687.0
lower_middle_income,64.0,2.0,1988.0,3765282.0
lower_middle_income_typo,64.0,2.0,1989.0,3866237.0
lower_middle_income,64.0,2.0,1990.0,3973152.0
lower_middle_income,64.0,2.0,1992.0,4209103.0
lower_middle_income,64.0,2.0,1993.0,4355873.0
lower_middle_income,64.0,2.0,1994.0,4420082.0
lower_middle_income,64.0,2.0,1995.0,4498015.0
lower_middle_income,64.0,2.0,1996.0,4642122.0
lower_middle_income,64.0,2.0,1997.0,4707251.0
lower_middle_income,64.0,2.0,1998.0,4765381.0
lower_middle_income,64.0,2.0,1999.0,4895352.0
lower_middle_income,64.0,2.0,2000.0,5073003.0
lower_middle_income,64.0,2.0,2001.0,5263380.0
lower_middle_income,64.0,2.0,2003.0,5434024.0
lower_middle_income,64.0,2.0,2005.0,5474611.0
lower_middle_income,64.0,2.0,2006.0,5528371.0
lower_middle_income,64.0,2.0,2007.0,5568663.0
lower_middle_income,64.0,2.0,2008.0,5664334.0
lower_middle_income,64.0,2.0,2010.0,6010085.0
lower_middle_income,64.0,2.0,2012.0,6428698.0
lower_middle_income,64.0,2.0,2013.0,6787923.0
lower_middle_income,64.0,2.0,2014.0,7301968.0
lower_middle_income,64.0,2.0,2016.0,7950597.0
lower_middle_income,64.0,2.0,2017.0,8296725.0
lower_middle_income,64.0,2.0,2018.0,8639659.0
lower_middle_income,64.0,2.0,2019.0,8974097.0
lower_middle_income,64.0,2.0,2021.0,9510893.0
lower_middle_income,64.0,2.0,2022.0,9734446.0
lower_middle_income,65.0,1.0,1950.0,1175808.0
lower_middle_income,65.0,1.0,1951.0,1249375.0
lower_middle_income,65.0,1.0,1952.0,1325626.0
lower_middle_income,65.0,1.0,1953.0,1379801.0
lower_middle_income_typo,65.0,1.0,1954.0,1397370.0
lower_middle_income,65.0,1.0,1955.0,1404340.0
lower_middle_income,65.0,1.0,1957.0,1420960.0
lower_middle_income,65.0,1.0,1958.0,1455540.0
lower_middle_income,65.0,1.0,1960.0,1597777.0
lower_middle_income,65.0,1.0,1962.0,1759923.0
lower_middle_income,65.0,1.0,1963.0,1829304.0
lower_middle_income,65.0,3.0,1965.0,1922882.0
lower_middle_income,65.0,1.0,1966.0,1960439.0
lower_middle_income,65.0,1.0,1967.0,1996715.0
lower_middle_income,65.0,1.0,1968.0,2056319.0
lower_middle_income,65.0,1.0,1969.0,2117939.0
lower_middle_income,65.0,1.0,1970.0,2176100.0
lower_middle_income,65.0,1.0,1971.0,2233482.0
lower_middle_income,65.0,1.0,1972.0,2300629.0
lower_middle_income,65.0,1.0,1973.0,2360281.0
lower_middle_income,65.0,3.0,1974.0,2411135.0
lower_middle_income,65.0,1.0,1976.0,2519559.0
lower_middle_income,65.0,1.0,1977.0,2570953.0
lower_middle_income,65.0,1.0,1978.0,2619875.0
lower_middle_income,65.0,1.0,1980.0,2707059.0
lower_middle_income,65.0,1.0,1981.0,2730464.0
lower_middle_income,65.0,1.0,1983.0,2852731.0
lower_middle_income,65.0,1.0,1987.0,3180553.0
lower_middle_income_typo,65.0,1.0,1988.0,3267457.0
lower_middle_income,65.0,1.0,1989.0,3376108.0
lower_middle_income_typo,65.0,1.0,1990.0,3487557.0
lower_middle_income,65.0,1.0,1991.0,3589639.0
lower_middle_income,65.0,1.0,1992.0,3710365.0
lower_middle_income,65.0,1.0,1994.0,3937353.0
lower_middle_income,65.0,1.0,1995.0,3990103.0
lower_middle_income,65.0,1.0,1996.0,4044726.0
lower_middle_income,65.0,1.0,1997.0,4141364.0
lower_middle_income,65.0,1.0,1998.0,4187691.0
lower_middle_income,65.0,3.0,1999.0,4238071.0
lower_middle_income,65.0,1.0,2000.0,4342090.0
lower_middle_income,65.0,1.0,2002.0,4611310.0
lower_middle_income,65.0,1.0,2003.0,4712443.0
lower_middle_income,65.0,1.0,2004.0,4749621.0
lower_middle_income,65.0,1.0,2005.0,4785096.0
lower_middle_income,65.0,1.0,2006.0,4822872.0
lower_middle_income,65.0,1.0,2007.0,4889938.0
lower_middle_income,65.0,1.0,2008.0,4953365.0
lower_middle_income,65.0,3.0,2011.0,5390697.0
lower_middle_income,65.0,1.0,2013.0,5779751.0
lower_middle_income,65.0,1.0,2017.0,7243301.0
lower_middle_income,65.0,1.0,2020.0,8214652.0
lower_middle_income,65.0,1.0,2021.0,8434461.0
lower_middle_income,65.0,1.0,2022.0,8671377.0
lower_middle_income,65.0,1.0,2023.0,8920765.0
lower_middle_income,65.0,1.0,2024.0,9190091.0
lower_middle_income_typo,65.0,2.0,1950.0,1267330.0
lower_middle_income,65.0,2.0,1951.0,1349457.0
lower_middle_income_typo,65.0,2.0,1952.0,1437379.0
lower_middle_income,65.0,2.0,1954.0,1500489.0
lower_middle_income,65.0,2.0,1955.0,1491609.0
lower_middle_income,65.0,3.0,1956.0,1489509.0
lower_middle_income,65.0,3.0,1959.0,1593160.0
lower_middle_income,65.0,2.0,1960.0,1678941.0
lower_middle_income,65.0,2.0,1962.0,1858096.0
lower_middle_income,65.0,2.0,1964.0,1979777.0
lower_middle_income,65.0,2.0,1965.0,2046024.0
lower_middle_income,65.0,2.0,1966.0,2077877.0
lower_middle_income,65.0,2.0,1968.0,2154441.0
lower_middle_income,65.0,2.0,1969.0,2221248.0
lower_middle_income,65.0,2.0,1970.0,2295323.0
lower_middle_income,65.0,2.0,1972.0,2446217.0
lower_middle_income,65.0,2.0,1974.0,2579945.0
lower_middle_income,65.0,2.0,1975.0,2643261.0
lower_middle_income,65.0,2.0,1976.0,2711739.0
lower_middle_income,65.0,2.0,1978.0,2834948.0
lower_middle_income,65.0,2.0,1979.0,2880021.0
lower_middle_income,65.0,2.0,1980.0,2903466.0
lower_middle_income,65.0,2.0,1981.0,2889387.0
lower_middle_income,65.0,2.0,1982.0,2916363.0
lower_middle_income,65.0,2.0,1983.0,3012447.0
lower_middle_income,65.0,2.0,1986.0,3297014.0
lower_middle_income,65.0,2.0,1987.0,3424556.0
lower_middle_income,65.0,2.0,1989.0,3653570.0
lower_middle_income,65.0,2.0,1990.0,3763392.0
lower_middle_income,65.0,2.0,1991.0,3866754.0
lower_middle_income,65.0,2.0,1993.0,4100064.0
lower_middle_income,65.0,2.0,1994.0,4241266.0
lower_middle_income,65.0,2.0,1995.0,4304753.0
lower_middle_income,65.0,2.0,1996.0,4381555.0
lower_middle_income,65.0,2.0,1997.0,4522854.0
lower_middle_income,65.0,2.0,1998.0,4586978.0
lower_middle_income,65.0,2.0,2000.0,4773158.0
lower_middle_income,65.0,2.0,2002.0,5136099.0
lower_middle_income,65.0,2.0,2004.0,5306160.0
lower_middle_income,65.0,2.0,2005.0,5331850.0
lower_middle_income,65.0,2.0,2009.0,5537735.0
lower_middle_income,65.0,2.0,2010.0,5704754.0
lower_middle_income,65.0,2.0,2012.0,6137750.0
lower_middle_income,65.0,2.0,2013.0,6296402.0
lower_middle_income,65.0,2.0,2014.0,6649933.0
lower_middle_income,65.0,3.0,2015.0,7155959.0
lower_middle_income,65.0,2.0,2016.0,7469652.0
lower_middle_income,65.0,2.0,2017.0,7791168.0
lower_middle_income,65.0,2.0,2018.0,8125414.0
lower_middle_income,65.0,2.0,2020.0,8777931.0
lower_middle_income,65.0,2.0,2021.0,9021025.0
lower_middle_income,65.0,2.0,2022.0,9265435.0
lower_middle_income,65.0,3.0,2023.0,9528522.0
lower_middle_income,65.0,2.0,2024.0,9833362.0
lower_middle_income,66.0,1.0,1950.0,1048115.0
lower_middle_income,66.0,1.0,1951.0,1119412.0
lower_middle_income,66.0,1.0,1952.0,1190076.0
lower_middle_income,66.0,1.0,1953.0,1262966.0
lower_middle_income,66.0,1.0,1954.0,1315308.0
lower_middle_income,66.0,1.0,1955.0,1333192.0
lower_middle_income,66.0,1.0,1956.0,1340557.0
lower_middle_income,66.0,1.0,1958.0,1355353.0
lower_middle_income,66.0,1.0,1959.0,1389175.0
lower_middle_income,66.0,3.0,1960.0,1452105.0
lower_middle_income,66.0,1.0,1962.0,1608701.0
lower_middle_income,66.0,1.0,1963.0,1683752.0
lower_middle_income,66.0,1.0,1964.0,1750026.0
lower_middle_income,66.0,1.0,1967.0,1874101.0
lower_middle_income_typo,66.0,1.0,1968.0,1910039.0
lower_middle_income,66.0,1.0,1969.0,1967166.0
lower_middle_income,66.0,1.0,1970.0,2025353.0
lower_middle_income,66.0,1.0,1971.0,2076683.0
lower_middle_income,66.0,1.0,1972.0,2132642.0
lower_middle_income,66.0,1.0,1973.0,2201848.0
lower_middle_income,66.0,1.0,1974.0,2260137.0
lower_middle_income,66.0,1.0,1975.0,2309711.0
lower_middle_income,66.0,3.0,1977.0,2415753.0
lower_middle_income,66.0,1.0,1978.0,2465589.0
lower_middle_income,66.0,1.0,1979.0,2512477.0
lower_middle_income,66.0,1.0,1980.0,2560835.0
lower_middle_income,66.0,1.0,1981.0,2596782.0
lower_middle_income,66.0,1.0,1982.0,2618663.0
lower_middle_income,66.0,1.0,1983.0,2659195.0
lower_middle_income,66.0,1.0,1984.0,2735076.0
lower_middle_income,66.0,1.0,1986.0,2885310.0
lower_middle_income,66.0,1.0,1987.0,2963745.0
lower_middle_income,66.0,1.0,1988.0,3051528.0
lower_middle_income,66.0,1.0,1989.0,3133110.0
lower_middle_income,66.0,1.0,1990.0,3239397.0
lower_middle_income,66.0,1.0,1992.0,3446290.0
lower_middle_income,66.0,1.0,1993.0,3562710.0
lower_middle_income,66.0,1.0,1994.0,3670034.0
lower_middle_income,66.0,1.0,1995.0,3781187.0
lower_middle_income,66.0,1.0,1997.0,3889118.0
lower_middle_income,66.0,1.0,1998.0,3983367.0
lower_middle_income,66.0,1.0,1999.0,4029559.0
lower_middle_income_typo,66.0,1.0,2000.0,4079684.0
lower_middle_income,66.0,1.0,2001.0,4181052.0
lower_middle_income,66.0,1.0,2002.0,4309092.0
lower_middle_income,66.0,1.0,2003.0,4440734.0
lower_middle_income,66.0,1.0,2004.0,4539806.0
lower_middle_income,66.0,1.0,2005.0,4577041.0
lower_middle_income,66.0,1.0,2007.0,4652610.0
lower_middle_income,66.0,1.0,2010.0,4889872.0
lower_middle_income_typo,66.0,1.0,2011.0,5050205.0
lower_middle_income,66.0,1.0,2013.0,5430286.0
lower_middle_income,66.0,1.0,2014.0,5596997.0
lower_middle_income,66.0,1.0,2015.0,5967073.0
lower_middle_income,66.0,1.0,2016.0,6439433.0
lower_middle_income,66.0,1.0,2017.0,6726309.0
lower_middle_income,66.0,1.0,2019.0,7352012.0
lower_middle_income,66.0,1.0,2020.0,7661048.0
lower_middle_income,66.0,1.0,2022.0,8128758.0
lower_middle_income,66.0,1.0,2024.0,8660288.0
lower_middle_income,66.0,2.0,1950.0,1135199.0
lower_middle_income,66.0,2.0,1951.0,1214463.0
lower_middle_income,66.0,2.0,1953.0,1378211.0
lower_middle_income,66.0,2.0,1954.0,1434220.0
lower_middle_income,66.0,2.0,1955.0,1440454.0
lower_middle_income,66.0,2.0,1956.0,1432861.0
lower_middle_income,66.0,2.0,1957.0,1431513.0
lower_middle_income,66.0,2.0,1958.0,1430219.0
lower_middle_income,66.0,2.0,1959.0,1462110.0
lower_middle_income_typo,66.0,2.0,1960.0,1533125.0
lower_middle_income,66.0,2.0,1961.0,1616934.0
lower_middle_income,66.0,2.0,1962.0,1709308.0
lower_middle_income,66.0,2.0,1964.0,1865476.0
lower_middle_income,66.0,2.0,1966.0,1971492.0
lower_middle_income,66.0,2.0,1967.0,2002203.0
lower_middle_income,66.0,2.0,1968.0,2008280.0
lower_middle_income,66.0,2.0,1969.0,2077094.0
lower_middle_income,66.0,2.0,1971.0,2209775.0
lower_middle_income,66.0,2.0,1975.0,2492998.0
lower_middle_income,66.0,2.0,1976.0,2555879.0
lower_middle_income,66.0,2.0,1977.0,2623752.0
lower_middle_income,66.0,2.0,1978.0,2702337.0
lower_middle_income,66.0,2.0,1979.0,2744745.0
lower_middle_income,66.0,2.0,1981.0,2811893.0
lower_middle_income,66.0,2.0,1982.0,2797569.0
lower_middle_income,66.0,2.0,1984.0,2916522.0
lower_middle_income,66.0,2.0,1986.0,3101684.0
lower_middle_income,66.0,2.0,1987.0,3197334.0
lower_middle_income,66.0,2.0,1988.0,3329834.0
lower_middle_income,66.0,2.0,1989.0,3439365.0
lower_middle_income_typo,66.0,2.0,1990.0,3543124.0
lower_middle_income_typo,66.0,2.0,1991.0,3653348.0
lower_middle_income,66.0,2.0,1992.0,3753962.0
lower_middle_income,66.0,2.0,1993.0,3868067.0
lower_middle_income,66.0,2.0,1995.0,4119026.0
lower_middle_income,66.0,2.0,1996.0,4182390.0
lower_middle_income_typo,66.0,2.0,1998.0,4397227.0
lower_middle_income,66.0,2.0,1999.0,4460782.0
lower_middle_income,66.0,2.0,2000.0,4518052.0
lower_middle_income,66.0,2.0,2002.0,4818558.0
lower_middle_income,66.0,2.0,2003.0,5002609.0
lower_middle_income,66.0,2.0,2005.0,5171483.0
lower_middle_income,66.0,2.0,2006.0,5198275.0
lower_middle_income,66.0,2.0,2007.0,5219287.0
lower_middle_income,66.0,2.0,2009.0,5311103.0
lower_middle_income,66.0,3.0,2011.0,5570434.0
lower_middle_income,66.0,2.0,2012.0,5745964.0
lower_middle_income,66.0,2.0,2013.0,5997235.0
lower_middle_income,66.0,2.0,2014.0,6153653.0
lower_middle_income,66.0,2.0,2015.0,6501350.0
lower_middle_income,66.0,2.0,2017.0,7307898.0
lower_middle_income,66.0,2.0,2019.0,7952893.0
lower_middle_income,66.0,2.0,2022.0,8776631.0
lower_middle_income,66.0,2.0,2023.0,9052836.0
lower_middle_income,66.0,2.0,2024.0,9334883.0
lower_middle_income,67.0,1.0,1951.0,994154.0
lower_middle_income,67.0,1.0,1952.0,1062370.0
lower_middle_income,67.0,1.0,1954.0,1199590.0
lower_middle_income,67.0,1.0,1955.0,1250366.0
lower_middle_income,67.0,1.0,1956.0,1268050.0
lower_middle_income,67.0,1.0,1957.0,1275256.0
lower_middle_income,67.0,1.0,1959.0,1285742.0
lower_middle_income,67.0,1.0,1960.0,1323392.0
lower_middle_income,67.0,1.0,1961.0,1383795.0
lower_middle_income,67.0,1.0,1963.0,1533284.0
lower_middle_income,67.0,1.0,1969.0,1821699.0
lower_middle_income,67.0,1.0,1972.0,1975729.0
lower_middle_income,67.0,1.0,1974.0,2101308.0
lower_middle_income,67.0,1.0,1975.0,2158392.0
lower_middle_income,67.0,1.0,1976.0,2206088.0
lower_middle_income,67.0,1.0,1977.0,2258973.0
lower_middle_income,67.0,1.0,1978.0,2309340.0
lower_middle_income,67.0,1.0,1979.0,2357305.0
lower_middle_income,67.0,1.0,1980.0,2402705.0
lower_middle_income,67.0,3.0,1981.0,2449078.0
lower_middle_income,67.0,1.0,1983.0,2502368.0
lower_middle_income,67.0,1.0,1985.0,2614728.0
lower_middle_income,67.0,1.0,1986.0,2695577.0
lower_middle_income,67.0,1.0,1987.0,2759348.0
lower_middle_income,67.0,1.0,1989.0,2916364.0
lower_middle_income,67.0,1.0,1992.0,3203762.0
lower_middle_income,67.0,1.0,1993.0,3298107.0
lower_middle_income_typo,67.0,1.0,1994.0,3409991.0
lower_middle_income,67.0,1.0,1996.0,3620982.0
lower_middle_income,67.0,1.0,1997.0,3674485.0
lower_middle_income,67.0,1.0,1998.0,3729569.0
lower_middle_income,67.0,1.0,1999.0,3820889.0
lower_middle_income,67.0,1.0,2001.0,3916591.0
lower_middle_income,67.0,1.0,2002.0,4013780.0
lower_middle_income,67.0,1.0,2004.0,4265461.0
lower_middle_income,67.0,1.0,2005.0,4361332.0
lower_middle_income,67.0,1.0,2006.0,4398935.0
lower_middle_income,67.0,1.0,2009.0,4543810.0
lower_middle_income,67.0,1.0,2010.0,4609101.0
lower_middle_income,67.0,1.0,2011.0,4715155.0
lower_middle_income,67.0,1.0,2013.0,5036098.0
lower_middle_income,67.0,1.0,2014.0,5243676.0
lower_middle_income,67.0,1.0,2016.0,5769968.0
lower_middle_income,67.0,1.0,2018.0,6510136.0
lower_middle_income,67.0,1.0,2019.0,6804036.0
lower_middle_income,67.0,1.0,2020.0,7095458.0
lower_middle_income_typo,67.0,1.0,2021.0,7352039.0
lower_middle_income,67.0,1.0,2022.0,7599349.0
lower_middle_income,67.0,1.0,2023.0,7850916.0
lower_middle_income,67.0,1.0,2024.0,8131355.0
lower_middle_income,67.0,2.0,1950.0,1021607.0
lower_middle_income,67.0,2.0,1952.0,1160349.0
lower_middle_income,67.0,2.0,1953.0,1236288.0
lower_middle_income,67.0,2.0,1954.0,1317768.0
lower_middle_income,67.0,2.0,1955.0,1372263.0
lower_middle_income,67.0,2.0,1956.0,1379129.0
lower_middle_income,67.0,2.0,1957.0,1372553.0
lower_middle_income,67.0,3.0,1958.0,1372687.0
lower_middle_income,67.0,2.0,1962.0,1552940.0
lower_middle_income,67.0,2.0,1963.0,1641563.0
lower_middle_income,67.0,2.0,1964.0,1721820.0
lower_middle_income,67.0,2.0,1966.0,1828191.0
lower_middle_income,67.0,2.0,1969.0,1930702.0
lower_middle_income_typo,67.0,2.0,1970.0,1995154.0
lower_middle_income,67.0,2.0,1972.0,2123774.0
lower_middle_income,67.0,3.0,1973.0,2198203.0
lower_middle_income,67.0,2.0,1974.0,2274087.0
lower_middle_income,67.0,2.0,1975.0,2341061.0
lower_middle_income_typo,67.0,2.0,1978.0,2519810.0
lower_middle_income,67.0,2.0,1979.0,2596978.0
lower_middle_income,67.0,2.0,1981.0,2694184.0
lower_middle_income,67.0,3.0,1983.0,2701878.0
lower_middle_income,67.0,2.0,1987.0,3000474.0
lower_middle_income,67.0,2.0,1989.0,3219940.0
lower_middle_income,67.0,2.0,1990.0,3330566.0
lower_middle_income,67.0,2.0,1992.0,3537797.0
lower_middle_income,67.0,2.0,1993.0,3636168.0
lower_middle_income,67.0,2.0,1995.0,3857094.0
lower_middle_income,67.0,2.0,1996.0,3991135.0
lower_middle_income,67.0,2.0,1997.0,4054507.0
lower_middle_income,67.0,2.0,1998.0,4130237.0
lower_middle_income,67.0,2.0,1999.0,4265736.0
lower_middle_income,67.0,2.0,2001.0,4386174.0
lower_middle_income,67.0,2.0,2002.0,4511847.0
lower_middle_income,67.0,2.0,2004.0,4862112.0
lower_middle_income,67.0,2.0,2005.0,4987786.0
lower_middle_income,67.0,2.0,2006.0,5029721.0
lower_middle_income_typo,67.0,2.0,2008.0,5079107.0
lower_middle_income,67.0,2.0,2009.0,5134547.0
lower_middle_income,67.0,2.0,2010.0,5171976.0
lower_middle_income,67.0,2.0,2011.0,5265460.0
lower_middle_income,67.0,2.0,2012.0,5428267.0
lower_middle_income,67.0,2.0,2013.0,5600888.0
lower_middle_income_typo,67.0,2.0,2014.0,5847808.0
lower_middle_income,67.0,2.0,2015.0,6003108.0
lower_middle_income,67.0,2.0,2016.0,6344492.0
lower_middle_income,67.0,2.0,2017.0,6832471.0
lower_middle_income,67.0,2.0,2018.0,7137079.0
lower_middle_income,67.0,2.0,2019.0,7447504.0
lower_middle_income,67.0,2.0,2020.0,7758631.0
lower_middle_income,67.0,3.0,2021.0,8034788.0
lower_middle_income,67.0,2.0,2022.0,8295498.0
lower_middle_income,67.0,2.0,2024.0,8851182.0
lower_middle_income,68.0,1.0,1950.0,866747.0
lower_middle_income,68.0,1.0,1951.0,886816.0
lower_middle_income,68.0,1.0,1956.0,1184592.0
lower_middle_income,68.0,1.0,1957.0,1201543.0
lower_middle_income,68.0,1.0,1960.0,1220169.0
lower_middle_income,68.0,1.0,1961.0,1256211.0
lower_middle_income,68.0,1.0,1962.0,1313753.0
lower_middle_income,68.0,1.0,1963.0,1383039.0
lower_middle_income,68.0,1.0,1964.0,1456091.0
lower_middle_income,68.0,1.0,1965.0,1523372.0
lower_middle_income_typo,68.0,1.0,1966.0,1579514.0
lower_middle_income,68.0,1.0,1967.0,1620605.0
lower_middle_income,68.0,1.0,1968.0,1661709.0
lower_middle_income,68.0,1.0,1971.0,1774957.0
lower_middle_income,68.0,1.0,1972.0,1825638.0
lower_middle_income,68.0,1.0,1973.0,1878068.0
lower_middle_income,68.0,1.0,1975.0,2000355.0
lower_middle_income,68.0,1.0,1976.0,2055467.0
lower_middle_income,68.0,1.0,1978.0,2152345.0
lower_middle_income,68.0,1.0,1981.0,2290153.0
lower_middle_income,68.0,1.0,1984.0,2382548.0
lower_middle_income_typo,68.0,1.0,1985.0,2420456.0
lower_middle_income,68.0,1.0,1987.0,2568276.0
lower_middle_income,68.0,1.0,1988.0,2626004.0
lower_middle_income,68.0,1.0,1989.0,2695488.0
lower_middle_income,68.0,1.0,1991.0,2858412.0
lower_middle_income,68.0,1.0,1992.0,2955063.0
lower_middle_income,68.0,1.0,1993.0,3055319.0
lower_middle_income,68.0,1.0,1994.0,3145580.0
lower_middle_income,68.0,1.0,1997.0,3456992.0
lower_middle_income_typo,68.0,1.0,1998.0,3511320.0
lower_middle_income,68.0,1.0,1999.0,3566077.0
lower_middle_income,68.0,1.0,2000.0,3654286.0
lower_middle_income,68.0,1.0,2001.0,3699820.0
lower_middle_income,68.0,1.0,2002.0,3747849.0
lower_middle_income,68.0,1.0,2003.0,3841752.0
lower_middle_income,68.0,1.0,2005.0,4084478.0
lower_middle_income,68.0,1.0,2007.0,4215985.0
lower_middle_income,68.0,1.0,2008.0,4254038.0
lower_middle_income,68.0,1.0,2009.0,4295756.0
lower_middle_income,68.0,1.0,2010.0,4363781.0
lower_middle_income,68.0,1.0,2011.0,4429773.0
lower_middle_income,68.0,1.0,2012.0,4534759.0
lower_middle_income,68.0,1.0,2013.0,4688777.0
lower_middle_income,68.0,1.0,2015.0,5051731.0
lower_middle_income_typo,68.0,1.0,2017.0,5564185.0
lower_middle_income,68.0,1.0,2018.0,6010095.0
lower_middle_income,68.0,1.0,2020.0,6545343.0
lower_middle_income,68.0,1.0,2021.0,6783788.0
lower_middle_income,68.0,1.0,2022.0,7039759.0
lower_middle_income_typo,68.0,2.0,1950.0,951333.0
lower_middle_income,68.0,2.0,1951.0,972197.0
lower_middle_income,68.0,2.0,1952.0,1032191.0
lower_middle_income,68.0,2.0,1953.0,1104901.0
lower_middle_income,68.0,2.0,1954.0,1177788.0
lower_middle_income,68.0,2.0,1955.0,1256258.0
lower_middle_income,68.0,2.0,1956.0,1309015.0
lower_middle_income,68.0,2.0,1958.0,1318694.0
lower_middle_income,68.0,2.0,1959.0,1319285.0
lower_middle_income,68.0,2.0,1960.0,1311769.0
lower_middle_income,68.0,2.0,1961.0,1341082.0
lower_middle_income,68.0,2.0,1962.0,1407670.0
lower_middle_income,68.0,2.0,1964.0,1571508.0
lower_middle_income,68.0,2.0,1966.0,1710875.0
lower_middle_income,68.0,2.0,1967.0,1748261.0
lower_middle_income,68.0,2.0,1968.0,1815889.0
lower_middle_income,68.0,2.0,1969.0,1843533.0
lower_middle_income,68.0,2.0,1971.0,1907795.0
lower_middle_income,68.0,2.0,1975.0,2184608.0
lower_middle_income,68.0,2.0,1976.0,2249497.0
lower_middle_income,68.0,2.0,1977.0,2310467.0
lower_middle_income,68.0,2.0,1978.0,2387210.0
lower_middle_income,68.0,2.0,1979.0,2452434.0
lower_middle_income,68.0,2.0,1980.0,2513142.0
lower_middle_income,68.0,2.0,1981.0,2553845.0
lower_middle_income,68.0,2.0,1982.0,2596020.0
lower_middle_income,68.0,2.0,1983.0,2617767.0
lower_middle_income,68.0,2.0,1984.0,2602831.0
lower_middle_income,68.0,2.0,1985.0,2624688.0
lower_middle_income,68.0,2.0,1987.0,2826536.0
lower_middle_income,68.0,2.0,1988.0,2893378.0
lower_middle_income,68.0,2.0,1989.0,2979396.0
lower_middle_income,68.0,2.0,1990.0,3108217.0
lower_middle_income,68.0,2.0,1991.0,3216244.0
lower_middle_income,68.0,2.0,1992.0,3312819.0
lower_middle_income,68.0,2.0,1993.0,3417197.0
lower_middle_income,68.0,2.0,1994.0,3512415.0
lower_middle_income,68.0,2.0,1995.0,3619491.0
lower_middle_income,68.0,2.0,1996.0,3726782.0
lower_middle_income,68.0,2.0,1999.0,3995634.0
lower_middle_income,68.0,2.0,2000.0,4128253.0
lower_middle_income,68.0,2.0,2001.0,4190726.0
lower_middle_income,68.0,2.0,2002.0,4247068.0
lower_middle_income,68.0,2.0,2003.0,4370478.0
lower_middle_income,68.0,2.0,2006.0,4837491.0
lower_middle_income_typo,68.0,2.0,2008.0,4908288.0
lower_middle_income,68.0,2.0,2010.0,4987438.0
lower_middle_income,68.0,2.0,2011.0,5025165.0
lower_middle_income,68.0,2.0,2012.0,5117716.0
lower_middle_income,68.0,2.0,2013.0,5277725.0
lower_middle_income,68.0,2.0,2014.0,5447023.0
lower_middle_income,68.0,3.0,2015.0,5691054.0
lower_middle_income,68.0,2.0,2016.0,5845001.0
lower_middle_income,68.0,2.0,2017.0,6178628.0
lower_middle_income,68.0,2.0,2018.0,6657163.0
lower_middle_income,68.0,2.0,2019.0,6955565.0
lower_middle_income,68.0,2.0,2021.0,7514264.0
lower_middle_income_typo,68.0,2.0,2022.0,7776802.0
lower_middle_income,68.0,2.0,2024.0,8348268.0
lower_middle_income,69.0,1.0,1950.0,822794.0
lower_middle_income,69.0,1.0,1952.0,834473.0
lower_middle_income,69.0,1.0,1954.0,946033.0
lower_middle_income,69.0,1.0,1956.0,1071445.0
lower_middle_income,69.0,1.0,1957.0,1117584.0
lower_middle_income,69.0,1.0,1958.0,1124586.0
lower_middle_income,69.0,1.0,1959.0,1132607.0
lower_middle_income,69.0,1.0,1960.0,1145142.0
lower_middle_income,69.0,1.0,1962.0,1188058.0
lower_middle_income,69.0,1.0,1963.0,1242551.0
lower_middle_income,69.0,1.0,1964.0,1308516.0
lower_middle_income,69.0,1.0,1965.0,1375456.0
lower_middle_income,69.0,1.0,1967.0,1492206.0
lower_middle_income,69.0,1.0,1969.0,1572397.0
lower_middle_income,69.0,1.0,1970.0,1609190.0
lower_middle_income,69.0,1.0,1971.0,1635786.0
lower_middle_income,69.0,1.0,1972.0,1676181.0
lower_middle_income,69.0,1.0,1975.0,1835041.0
lower_middle_income,69.0,1.0,1976.0,1897780.0
lower_middle_income,69.0,1.0,1977.0,1951101.0
lower_middle_income,69.0,1.0,1978.0,1994939.0
lower_middle_income,69.0,1.0,1979.0,2043312.0
lower_middle_income,69.0,1.0,1980.0,2089352.0
lower_middle_income,69.0,1.0,1982.0,2174403.0
